libname,address,city,zip,cnty,sq_feet,longitude,latitude
OLIVE FREE LIBRARY ASSOCIATION,4033 ROUTE 28A,WEST SHOKAN,12494,ULSTER,10000,-74.2748,41.96388
WOODSTOCK PUBLIC LIBRARY DISTRCIT,5 LIBRARY LANE,WOODSTOCK,12498,ULSTER,8000,-74.1221,42.0408
DOLGEVILLE-MANHEIM PUBLIC LIBRARY,24 NORTH MAIN STREET,DOLGEVILLE,13329,HERKIMER,3000,-74.7701,43.10306
FRANKFORT FREE LIBRARY,123 SOUTH FRANKFORT STREET,FRANKFORT,13340,HERKIMER,4644,-75.0701,43.03683
FRANK J. BASLOE PUBLIC LIBRARY,245 NORTH MAIN STREET,HERKIMER,13350,HERKIMER,8377,-74.9882,43.02781
ILION FREE PUBLIC LIBRARY,78 WEST STREET,ILION,13357,HERKIMER,10640,-75.0393,43.01378
JORDANVILLE PUBLIC LIBRARY,189 MAIN STREET,JORDANVILLE,13361,HERKIMER,1250,-74.9472,42.91517
LITTLE FALLS PUBLIC LIBRARY,10 WAVERLY PLACE,LITTLE FALLS,13365,HERKIMER,6500,-74.8537,43.04502
MIDDLEVILLE FREE LIBRARY,1 SOUTH MAIN STREET,MIDDLEVILLE,13406,HERKIMER,2380,-74.9692,43.13894
WELLER LIBRARY,41 WEST MAIN STREET,MOHAWK,13407,HERKIMER,2018,-75.0073,43.01087
NEWPORT FREE LIBRARY,7390 MAIN STREET,NEWPORT,13416,HERKIMER,3200,-75.0125,43.18273
OLD FORGE LIBRARY,220 CROSBY BOULEVARD,OLD FORGE,13420,HERKIMER,6927,-74.9739,43.71124
POLAND DISTRICT PUBLIC LIBRARY,8849 MAIN STREET,POLAND,13431,HERKIMER,1700,-75.062,43.22624
KIRBY FREE LIBRARY OF SALISBURY,105 STATE ROUTE 29A,SALISBURY CENTER,13454,HERKIMER,1344,-74.7868,43.14263
WEST WINFIELD LIBRARY,179 SOUTH STREET,WEST WINFIELD,13491,HERKIMER,2706,-75.1932,42.88422
CANASTOTA PUBLIC LIBRARY,102 WEST CENTER STREET,CANASTOTA,13032,MADISON,9000,-75.7552,43.07829
CAZENOVIA PUBLIC LIBRARY SOCIETY,100 ALBANY STREET,CAZENOVIA,13035,MADISON,14000,-75.8518,42.92984
SULLIVAN FREE LIBRARY,101 FALLS BOULEVARD,CHITTENANGO,13037,MADISON,12250,-75.8667,43.04398
SULLIVAN FREE LIBRARY,8979 NORTH ROAD,BRIDGEPORT,13030,MADISON,3250,-75.9696,43.15657
DERUYTER FREE LIBRARY,735 UTICA STREET,DERUYTER,13052,MADISON,2308,-75.8842,42.75889
EARLVILLE FREE LIBRARY,6 NORTH MAIN STREET,EARLVILLE,13332,MADISON,4000,-75.5451,42.74006
HAMILTON PUBLIC LIBRARY,13 BROAD STREET,HAMILTON,13346,MADISON,11000,-75.5432,42.82632
MORRISVILLE PUBLIC LIBRARY,83 EAST MAIN STREET,MORRISVILLE,13408,MADISON,4884,-75.6426,42.89873
NEW WOODSTOCK FREE LIBRARY,2106 MAIN STREET,NEW WOODSTOCK,13122,MADISON,5400,-75.8555,42.84818
ONEIDA PUBLIC LIBRARY,220 BROAD STREET,ONEIDA,13421,MADISON,8800,-75.6522,43.09236
BARNEVELD FREE LIBRARY ASSOCIATION,118 BOON STREET,BARNEVELD,13304,ONEIDA,1562,-75.1893,43.27493
ERWIN LIBRARY & INSTITUTE,104 SCHUYLER STREET,BOONVILLE,13309,ONEIDA,5652,-75.3361,43.48379
BRIDGEWATER FREE LIBRARY,408 PRITCHARD AVENUE,BRIDGEWATER,13313,ONEIDA,2400,-75.2493,42.88331
CAMDEN LIBRARY ASSOCIATION,57 SECOND STREET,CAMDEN,13316,ONEIDA,4524,-75.7468,43.33724
CLAYVILLE LIBRARY ASSOCIATION,2265 ONEIDA STREET,CLAYVILLE,13322,ONEIDA,1800,-75.2488,42.97223
KIRKLAND TOWN LIBRARY,55 1/2 COLLEGE STREET,CLINTON,13323,ONEIDA,5340,-75.3842,43.04793
HOLLAND PATENT FREE LIBRARY,9580 MAIN STREET,HOLLAND PATENT,13354,ONEIDA,5544,-75.2538,43.24332
NEW HARTFORD PUBLIC LIBRARY,2 LIBRARY LANE,NEW HARTFORD,13413,ONEIDA,18000,-75.2833,43.06177
NEW YORK MILLS PUBLIC LIBRARY,399 MAIN STREET,NEW YORK MILLS,13417,ONEIDA,7360,-75.2932,43.10319
ORISKANY PUBLIC LIBRARY,621 UTICA STREET,ORISKANY,13424,ONEIDA,3146,-75.3314,43.15652
C. W. CLARK MEMORIAL LIBRARY,160 NORTH MAIN STREET,ORISKANY FALLS,13425,ONEIDA,3141,-75.4593,42.94025
PROSPECT FREE LIBRARY,915 TRENTON FALLS STREET,PROSPECT,13435,ONEIDA,1810,-75.1518,43.30088
DIDYMUS THOMAS LIBRARY,9639 MAIN STREET,REMSEN,13438,ONEIDA,3192,-75.187,43.32802
JERVIS PUBLIC LIBRARY,613 NORTH WASHINGTON STREET,ROME,13440,ONEIDA,29629,-75.4541,43.21777
SHERRILL-KENWOOD FREE LIBRARY,543 SHERRILL ROAD,SHERRILL,13461,ONEIDA,5863,-75.6012,43.06955
UTICA PUBLIC LIBRARY,303 GENESEE STREET,UTICA,13501,ONEIDA,31325,-75.2394,43.09736
VERNON PUBLIC LIBRARY,4441 PETERBORO STREET,VERNON,13476,ONEIDA,1500,-75.5395,43.07851
WATERVILLE PUBLIC LIBRARY,206 WHITE STREET,WATERVILLE,13480,ONEIDA,8000,-75.3776,42.93008
WESTERN TOWN LIBRARY,9172 MAIN STREET,WESTERNVILLE,13486,ONEIDA,988,-75.3823,43.30621
DUNHAM PUBLIC LIBRARY,76 MAIN STREET,WHITESBORO,13492,ONEIDA,12000,-75.2894,43.12054
WOODGATE FREE LIBRARY,11051 WOODGATE ROAD,WOODGATE,13494,ONEIDA,2206,-75.1563,43.52063
GLOVERSVILLE PUBLIC LIBRARY,58 EAST FULTON STREET,GLOVERSVILLE,12078,FULTON,14050,-74.3426,43.05071
JOHNSTOWN PUBLIC LIBRARY,38 SOUTH MARKET STREET,JOHNSTOWN,12095,FULTON,12000,-74.3725,43.00512
NORTHVILLE PUBLIC LIBRARY,341 SOUTH THIRD STREET,NORTHVILLE,12134,FULTON,5080,-74.1741,43.22215
AMSTERDAM FREE LIBRARY,28 CHURCH STREET,AMSTERDAM,12010,MONTGOMERY,8000,-74.1906,42.9375
CANAJOHARIE LIBRARY AND ART GALLERY,2 ERIE BOULEVARD,CANAJOHARIE,13317,MONTGOMERY,15016,-74.5717,42.90697
FROTHINGHAM FREE LIBRARY,28 WEST MAIN STREET,FONDA,12068,MONTGOMERY,2400,-74.3763,42.95442
FORT HUNTER FREE LIBRARY,167 FORT HUNTER ROAD,AMSTERDAM,12010,MONTGOMERY,1000,-74.222,42.88938
FORT PLAIN FREE LIBRARY,19 WILLETT STREET,FORT PLAIN,13339,MONTGOMERY,3507,-74.6222,42.93221
MARGARET REANEY MEMORIAL LIBRARY,19 KINGSBURY AVENUE,ST. JOHNSVILLE,13452,MONTGOMERY,2720,-74.6771,42.99738
CENTRAL LIBRARY,99 CLINTON STREET,SCHENECTADY,12305,SCHENECTADY,61700,-73.9386,42.81443
WOODLAWN BRANCH,2 SANFORD STREET,SCHENECTADY,12304,SCHENECTADY,3000,-73.9039,42.78022
GLENVILLE BRANCH,20 GLENRIDGE ROAD,GLENVILLE,12302,SCHENECTADY,5000,-73.9273,42.8682
MONT PLEASANT BRANCH,1026 CRANE STREET,SCHENECTADY,12303,SCHENECTADY,3000,-73.9473,42.79828
NISKAYUNA BRANCH,2400 NOTT STREET EAST,NISKAYUNA,12309,SCHENECTADY,7000,-73.8852,42.81853
QUAKER STREET BRANCH,BULL STREET AND ROUTE 7,DELANSON,12141,SCHENECTADY,2000,-74.1939,42.73219
ROTTERDAM BRANCH,1100 NORTH WESTCOTT ROAD,SCHENECTADY,12306,SCHENECTADY,10000,-73.9793,42.78657
SCOTIA BRANCH,14 MOHAWK AVENUE,SCOTIA,12302,SCHENECTADY,1800,-73.9598,42.82422
PHYLLIS BORNT BRANCH LIBRARY & LITERACY CENTER,948 STATE ST.,SCHENECTADY,12307,SCHENECTADY,4898,-73.9308,42.80409
THE COMMUNITY LIBRARY,110 UNION STREET,COBLESKILL,12043,SCHOHARIE,2280,-74.4839,42.67884
MIDDLEBURGH LIBRARY,323 MAIN STREET,MIDDLEBURGH,12122,SCHOHARIE,7100,-74.3352,42.59861
SCHOHARIE FREE ASSOCIATION LIBRARY,103 KNOWER AVENUE,SCHOHARIE,12157,SCHOHARIE,5300,-74.3172,42.66165
SHARON SPRINGS FREE LIBRARY,129 MAIN STREET,SHARON SPRINGS,13459,SCHOHARIE,3400,-74.6198,42.79077
SHELTER ROCK PUBLIC LIBRARY,165 SEARINGTOWN ROAD,ALBERTSON,11507,NASSAU,23787,-73.6566,40.76306
BALDWIN PUBLIC LIBRARY,2385 GRAND AVENUE,BALDWIN,11510,NASSAU,45000,-73.6113,40.65277
BAYVILLE FREE LIBRARY,34 SCHOOL STREET,BAYVILLE,11709,NASSAU,6910,-73.5664,40.9098
BELLMORE MEMORIAL LIBRARY,2288 BEDFORD AVENUE,BELLMORE,11710,NASSAU,21756,-73.5268,40.66749
BETHPAGE PUBLIC LIBRARY,47 POWELL AVENUE,BETHPAGE,11714,NASSAU,27000,-73.4771,40.74305
EAST MEADOW PUBLIC LIBRARY,1886 FRONT STREET,EAST MEADOW,11554,NASSAU,38952,-73.5642,40.71975
EAST ROCKAWAY PUBLIC LIBRARY,477 ATLANTIC AVENUE,EAST ROCKAWAY,11518,NASSAU,13500,-73.6655,40.6425
EAST WILLISTON PUBLIC LIBRARY,2 PROSPECT STREET,EAST WILLISTON,11596,NASSAU,3800,-73.6388,40.75689
ELMONT PUBLIC LIBRARY,700 HEMPSTEAD TURNPIKE,ELMONT,11003,NASSAU,58000,-73.6973,40.70708
FARMINGDALE PUBLIC LIBRARY,116 MERRITTS ROAD,FARMINGDALE,11735,NASSAU,60000,-73.4591,40.72906
FLORAL PARK PUBLIC LIBRARY,17 CAROLINE PLACE,FLORAL PARK,11001,NASSAU,12000,-73.7064,40.7249
FRANKLIN SQUARE PUBLIC LIBRARY,19 LINCOLN ROAD,FRANKLIN SQUARE,11010,NASSAU,20500,-73.6706,40.70755
FREEPORT MEMORIAL LIBRARY,144 WEST MERRICK ROAD,FREEPORT,11520,NASSAU,48359,-73.5864,40.65313
GARDEN CITY PUBLIC LIBRARY,60 SEVENTH STREET,GARDEN CITY,11530,NASSAU,38000,-73.6383,40.72433
GLEN COVE PUBLIC LIBRARY,4 GLEN COVE AVENUE,GLEN COVE,11542,NASSAU,16440,-73.6336,40.86348
GREAT NECK LIBRARY,159 BAYVIEW AVENUE,GREAT NECK,11023,NASSAU,46904,-73.7477,40.79852
GREAT NECK LIBRARY - STATION BRANCH,26 GREAT NECK ROAD,GREAT NECK,11021,NASSAU,6100,-73.7274,40.7862
GREAT NECK LIBRARY - LAKEVILLE BRANCH,475 GREAT NECK ROAD,GREAT NECK,11021,NASSAU,1600,-73.7323,40.77502
GREAT NECK LIBRARY - PARKVILLE BRANCH,10 CAMPBELL STREET,NEW HYDE PARK,11040,NASSAU,3754,-73.6967,40.74911
HEMPSTEAD PUBLIC LIBRARY,115 NICHOLS COURT,HEMPSTEAD,11550,NASSAU,26160,-73.6245,40.70948
HEWLETT-WOODMERE PUBLIC LIBRARY,1125 BROADWAY,HEWLETT,11557,NASSAU,54000,-73.7056,40.63335
HICKSVILLE PUBLIC LIBRARY,169 JERUSALEM AVENUE,HICKSVILLE,11801,NASSAU,29930,-73.5234,40.76222
ISLAND PARK PUBLIC LIBRARY,176 LONG BEACH ROAD,ISLAND PARK,11558,NASSAU,15500,-73.6558,40.60213
ISLAND TREES PUBLIC LIBRARY,38 FARMEDGE ROAD,LEVITTOWN,11756,NASSAU,7400,-73.499,40.73564
JERICHO PUBLIC LIBRARY,1 MERRY LANE,JERICHO,11753,NASSAU,27938,-73.5351,40.79284
LAKEVIEW PUBLIC LIBRARY,1120 WOODFIELD ROAD,ROCKVILLE CENTRE,11570,NASSAU,13000,-73.6528,40.67329
PENINSULA PUBLIC LIBRARY,280 CENTRAL AVENUE,LAWRENCE,11559,NASSAU,13000,-73.7318,40.61642
LEVITTOWN PUBLIC LIBRARY,1 BLUEGRASS LANE,LEVITTOWN,11756,NASSAU,35000,-73.53,40.7229
LOCUST VALLEY LIBRARY,170 BUCKRAM ROAD,LOCUST VALLEY,11560,NASSAU,14226,-73.5915,40.8783
LONG BEACH PUBLIC LIBRARY,111 WEST PARK AVENUE,LONG BEACH,11561,NASSAU,26000,-73.6673,40.58866
POINT LOOKOUT BRANCH LIBRARY,79 LIDO BOULEVARD,POINT LOOKOUT,11569,NASSAU,950,-73.5807,40.59206
WEST END BRANCH,903 W. BEECH ST,LONG BEACH,11561,NASSAU,980,-73.6917,40.58605
LYNBROOK PUBLIC LIBRARY,56 ELDERT STREET,LYNBROOK,11563,NASSAU,18000,-73.6741,40.65447
MALVERNE PUBLIC LIBRARY,61 ST. THOMAS PLACE,MALVERNE,11565,NASSAU,10108,-73.6713,40.67628
MANHASSET PUBLIC LIBRARY,30 ONDERDONK AVENUE,MANHASSET,11030,NASSAU,42000,-73.6951,40.79413
MASSAPEQUA PUBLIC LIBRARY,40 HARBOR LANE,MASSAPEQUA PARK,11762,NASSAU,22876,-73.4559,40.66394
CENTRAL AVENUE BRANCH,523 CENTRAL AVENUE,MASSAPEQUA,11758,NASSAU,12870,-73.4716,40.67879
MERRICK LIBRARY,2279 MERRICK AVENUE,MERRICK,11566,NASSAU,27000,-73.5514,40.66193
MINEOLA MEMORIAL LIBRARY,195 MARCELLUS ROAD,MINEOLA,11501,NASSAU,11616,-73.6463,40.74409
HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK,155 LAKEVILLE ROAD,NEW HYDE PARK,11040,NASSAU,27000,-73.6875,40.73384
NORTH BELLMORE PUBLIC LIBRARY,1551 NEWBRIDGE ROAD,NORTH BELLMORE,11710,NASSAU,13362,-73.54,40.68203
NORTH MERRICK PUBLIC LIBRARY,1691 MEADOWBROOK ROAD,NORTH MERRICK,11566,NASSAU,15786,-73.569,40.67587
OCEANSIDE LIBRARY,30 DAVISON AVENUE,OCEANSIDE,11572,NASSAU,27000,-73.6387,40.64173
OYSTER BAY-EAST NORWICH PUBLIC LIBRARY,89 EAST MAIN STREET,OYSTER BAY,11771,NASSAU,20000,-73.5268,40.8718
PLAINEDGE PUBLIC LIBRARY,1060 HICKSVILLE ROAD,MASSAPEQUA,11758,NASSAU,19600,-73.4828,40.70886
PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY,999 OLD COUNTRY ROAD,PLAINVIEW,11803,NASSAU,42600,-73.4735,40.77547
PORT WASHINGTON PUBLIC LIBRARY,1 LIBRARY DRIVE,PORT WASHINGTON,11050,NASSAU,47000,-73.6963,40.83143
ROCKVILLE CENTRE PUBLIC LIBRARY,221 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,11570,NASSAU,34977,-73.6485,40.66339
ROOSEVELT PUBLIC LIBRARY,27 WEST FULTON AVENUE,ROOSEVELT,11575,NASSAU,12775,-73.5892,40.67588
BRYANT LIBRARY,2 PAPER MILL ROAD,ROSLYN,11576,NASSAU,27500,-73.648,40.79773
SEA CLIFF VILLAGE LIBRARY,SEA CLIFF AND CENTRAL AVENUES,SEA CLIFF,11579,NASSAU,1854,-73.6465,40.84934
CHILDRENS ROOM,SEA CLIFF AVENUE,SEA CLIFF,11579,NASSAU,1750,-73.6357,40.85021
SEAFORD PUBLIC LIBRARY,2234 JACKSON AVENUE,SEAFORD,11783,NASSAU,12000,-73.4869,40.66688
SYOSSET PUBLIC LIBRARY,225 SOUTH OYSTER BAY ROAD,SYOSSET,11791,NASSAU,64200,-73.5029,40.79686
UNIONDALE PUBLIC LIBRARY,400 UNIONDALE AVENUE,UNIONDALE,11553,NASSAU,31000,-73.5926,40.70648
HENRY WALDINGER MEMORIAL LIBRARY,60 VERONA PLACE,VALLEY STREAM,11582,NASSAU,14115,-73.7068,40.66358
WANTAGH PUBLIC LIBRARY,3285 PARK AVENUE,WANTAGH,11793,NASSAU,16000,-73.5107,40.67373
WEST HEMPSTEAD PUBLIC LIBRARY,500 HEMPSTEAD AVENUE,WEST HEMPSTEAD,11552,NASSAU,27300,-73.6542,40.69617
WESTBURY MEMORIAL PUBLIC LIBRARY,445 JEFFERSON STREET,WESTBURY,11590,NASSAU,28600,-73.5828,40.76192
CHILDREN'S LIBRARY-ROBERT BACON MEMORIAL,374 SCHOOL STREET,WESTBURY,11590,NASSAU,3749,-73.5842,40.76197
WILLISTON PARK PUBLIC LIBRARY,494 WILLIS AVENUE,WILLISTON PARK,11596,NASSAU,3923,-73.6453,40.75746
RICHMOND MEMORIAL LIBRARY,19 ROSS STREET,BATAVIA,14020,GENESEE,26000,-78.1767,42.99721
BYRON-BERGEN PUBLIC LIBRARY,13 SOUTH LAKE STREET,BERGEN,14416,GENESEE,1296,-77.9426,43.0841
CORFU PUBLIC LIBRARY,7 MAPLE AVENUE,CORFU,14036,GENESEE,2046,-78.4035,42.95965
WOODWARD MEMORIAL LIBRARY,7 WOLCOTT STREET,LEROY,14482,GENESEE,5988,-77.9874,42.977
HAXTON MEMORIAL LIBRARY,3 NORTH PEARL STREET,OAKFIELD,14125,GENESEE,6400,-78.2699,43.06612
HOLLWEDEL MEMORIAL LIBRARY,5 WOODROW DRIVE,PAVILION,14525,GENESEE,1600,-78.0266,42.87581
BARKER FREE LIBRARY,8706 MAIN STREET,BARKER,14012,NIAGARA,2480,-78.5531,43.33009
LEWISTON PUBLIC LIBRARY,305 SOUTH EIGHTH STREET,LEWISTON,14092,NIAGARA,13000,-79.036,43.16991
LOCKPORT PUBLIC LIBRARY,23 EAST AVENUE,LOCKPORT,14094,NIAGARA,36000,-78.6878,43.17102
ROYALTON HARTLAND COMMUNITY LIBRARY,9 S. VERNON STREET,MIDDLEPORT,14105,NIAGARA,5235,-78.4751,43.21153
NEWFANE PUBLIC LIBRARY,2761 MAPLE AVENUE,NEWFANE,14108,NIAGARA,3360,-78.7056,43.28119
NIAGARA FALLS PUBLIC LIBRARY,1425 MAIN STREET,NIAGARA FALLS,14305,NIAGARA,87800,-79.0519,43.10184
NIAGARA FALLS PUBLIC LIBRARY - LASALLE BRANCH,8728 BUFFALO AVENUE,NIAGARA FALLS,14304,NIAGARA,12400,-78.9627,43.07756
NORTH TONAWANDA PUBLIC LIBRARY,505 MEADOW DRIVE,NORTH TONAWANDA,14120,NIAGARA,26500,-78.8675,43.05211
RANSOMVILLE FREE LIBRARY,3733 RANSOMVILLE ROAD,RANSOMVILLE,14131,NIAGARA,5100,-78.9095,43.2326
SANBORN-PEKIN FREE LIBRARY,5884 WEST STREET,SANBORN,14132,NIAGARA,5280,-78.8915,43.13673
WILSON COMMUNITY LIBRARY,265 YOUNG STREET,WILSON,14172,NIAGARA,5714,-78.8272,43.30912
YOUNGSTOWN FREE LIBRARY,240 LOCKPORT STREET,YOUNGSTOWN,14174,NIAGARA,2673,-79.0473,43.25038
HOAG LIBRARY OF THE SWAN LIBRARY ASSOCIATION,134 SOUTH MAIN STREET,ALBION,14411,ORLEANS,14600,-78.1938,43.24333
COMMUNITY FREE LIBRARY,86 PUBLIC SQUARE,HOLLEY,14470,ORLEANS,5165,-78.0249,43.22516
YATES COMMUNITY LIBRARY,15 NORTH MAIN STREET,LYNDONVILLE,14098,ORLEANS,2900,-78.3888,43.3216
LEE-WHEDON MEMORIAL LIBRARY,620 WEST AVENUE,MEDINA,14103,ORLEANS,10000,-78.3888,43.218
ADAMS FREE LIBRARY,2 NORTH MAIN STREET,ADAMS,13605,JEFFERSON,1200,-76.024,43.80937
ADAMS CENTER FREE LIBRARY,18267 STATE ROUTE 177,ADAMS CENTER,13606,JEFFERSON,960,-76.0062,43.86073
MACSHERRY LIBRARY,112 WALTON STREET,ALEXANDRIA BAY,13607,JEFFERSON,5704,-75.908,44.33714
CROSBY PUBLIC LIBRARY,59 MAIN STREET,ANTWERP,13608,JEFFERSON,2108,-75.6074,44.19961
BELLEVILLE PHILOMATHEAN FREE LIBRARY,8086 COUNTY ROUTE 75,BELLEVILLE,13611,JEFFERSON,783,-76.1197,43.78338
SALLY PLOOF HUNTER MEMORIAL LIBRARY,101 PUBLIC WORKS DRIVE,BLACK RIVER,13612,JEFFERSON,4174,-75.7861,44.01577
BROWNVILLE-GLEN PARK LIBRARY ASSOCIATION,216 BROWN BOULEVARD,BROWNVILLE,13615,JEFFERSON,1244,-75.9839,44.00523
CAPE VINCENT COMMUNITY LIBRARY,157 NORTH REAL STREET,CAPE VINCENT,13618,JEFFERSON,4653,-76.3394,44.12769
CARTHAGE FREE LIBRARY,412 BUDD STREET,CARTHAGE,13619,JEFFERSON,8343,-75.6097,43.97959
LYME FREE LIBRARY,12165 MAIN STREET,CHAUMONT,13622,JEFFERSON,4530,-76.128,44.06603
HAWN MEMORIAL LIBRARY,220 JOHN STREET,CLAYTON,13624,JEFFERSON,5840,-76.0878,44.24205
DEPAUVILLE FREE LIBRARY,32333 COUNTY ROUTE 179,DEPAUVILLE,13632,JEFFERSON,1535,-76.0725,44.13659
DEXTER FREE LIBRARY,120 EAST KIRBY STREET,DEXTER,13634,JEFFERSON,2350,-76.044,44.0078
EAST HOUNSFIELD FREE LIBRARY,19438 NYS ROUTE 3,WATERTOWN,13601,JEFFERSON,3435,-75.9831,43.97018
ELLISBURG FREE LIBRARY,12117 NYS ROUTE 193,ELLISBURG,13636,JEFFERSON,1575,-76.1307,43.73445
EVANS MILLS PUBLIC LIBRARY,8706 NOBLE STREET,EVANS MILLS,13637,JEFFERSON,2079,-75.8073,44.08813
HENDERSON FREE LIBRARY,8939 NYS ROUTE 178,HENDERSON,13650,JEFFERSON,1800,-76.1811,43.84573
ORLEANS PUBLIC LIBRARY,36263 NYS ROUTE 180,LAFARGEVILLE,13656,JEFFERSON,1296,-75.9667,44.19332
MANNSVILLE FREE LIBRARY,108 LILAC PARK DRIVE,MANNSVILLE,13661,JEFFERSON,875,-76.0639,43.71239
BODMAN MEMORIAL LIBRARY,8 ALDRICH STREET,PHILADELPHIA,13673,JEFFERSON,1645,-75.7048,44.15758
RODMAN PUBLIC LIBRARY,12509 SCHOOL STREET,RODMAN,13682,JEFFERSON,700,-75.9408,43.8496
HAY MEMORIAL LIBRARY,105 SOUTH BROAD STREET,SACKETS HARBOR,13685,JEFFERSON,4263,-76.119,43.94614
THERESA FREE LIBRARY,301 MAIN STREET,THERESA,13691,JEFFERSON,1470,-75.7996,44.21619
THOUSAND ISLAND PARK LIBRARY,42743 ST. LAWRENCE AVENUE,THOUSAND ISLAND PARK,13692,JEFFERSON,1364,-76.0271,44.28601
ROSWELL P. FLOWER MEMORIAL LIBRARY,229 WASHINGTON STREET,WATERTOWN,13601,JEFFERSON,39052,-75.9109,43.97316
BEAVER FALLS LIBRARY,9607 LEWIS STREET,BEAVER FALLS,13305,LEWIS,586,-75.4283,43.88602
CONSTABLEVILLE LIBRARY,3158 MAIN STREET,CONSTABLEVILLE,13325,LEWIS,1530,-75.4285,43.5655
CROGHAN FREE LIBRARY,9794 STATE ROUTE 812,CROGHAN,13327,LEWIS,2812,-75.3921,43.89424
HARRISVILLE FREE LIBRARY,8209 MAIN STREET,HARRISVILLE,13648,LEWIS,2000,-75.3235,44.14752
LOWVILLE FREE LIBRARY,5387 DAYAN STREET,LOWVILLE,13367,LEWIS,6500,-75.494,43.78643
LYONS FALLS LIBRARY,3918 HIGH STREET,LYONS FALLS,13368,LEWIS,1700,-75.3605,43.61712
WILLIAM H. BUSH MEMORIAL LIBRARY,5605 WHITAKER ROAD,MARTINSBURG,13404,LEWIS,3750,-75.4683,43.7378
OSCEOLA PUBLIC LIBRARY,2117 NORTH OSCEOLA ROAD,CAMDEN,13316,LEWIS,2400,-75.7219,43.50115
PORT LEYDEN COMMUNITY LIBRARY,3145 CANAL STREET,PORT LEYDEN,13433,LEWIS,2380,-75.3448,43.58211
B. ELIZABETH STRONG MEMORIAL LIBRARY,6312 EAST MAIN STREET,TURIN,13473,LEWIS,1800,-75.4101,43.62773
CENTRAL SQUARE LIBRARY,637 SOUTH MAIN STREET,CENTRAL SQUARE,13036,OSWEGO,2940,-76.1454,43.28472
FULTON PUBLIC LIBRARY,160 SOUTH FIRST STREET,FULTON,13069,OSWEGO,6600,-76.4158,43.31996
HANNIBAL FREE LIBRARY,162 OSWEGO STREET,HANNIBAL,13074,OSWEGO,1773,-76.578,43.32225
MEXICO PUBLIC LIBRARY,3269 MAIN STREET,MEXICO,13114,OSWEGO,10230,-76.2293,43.45951
COGSWELL FREE LIBRARY,1999 COUNTY ROUTE 2,ORWELL,13426,OSWEGO,700,-75.9965,43.57458
OSWEGO SCHOOL DISTRICT PUBLIC LIBRARY,120 EAST SECOND STREET,OSWEGO,13126,OSWEGO,24000,-76.5061,43.45687
PARISH PUBLIC LIBRARY,3 CHURCH STREET,PARISH,13131,OSWEGO,2427,-76.126,43.40623
PHOENIX PUBLIC LIBRARY,34 ELM STREET,PHOENIX,13135,OSWEGO,6060,-76.2922,43.23336
PULASKI PUBLIC LIBRARY,4917 NORTH JEFFERSON STREET,PULASKI,13142,OSWEGO,4990,-76.1253,43.57014
ANNIE PORTER AINSWORTH MEMORIAL LIBRARY,6064 SOUTH MAIN STREET,SANDY CREEK,13145,OSWEGO,4336,-76.0865,43.64274
MORLEY LIBRARY (BRANCH OF CANTON),7230 COUNTY ROUTE 27,MORLEY,13617,ST. LAWRENCE,2300,-75.198,44.66485
RENSSELAER FALLS (BRANCH OF CANTON),212 RENSSELAER STREET,RENSSELAER FALLS,13680,ST. LAWRENCE,936,-75.3197,44.58991
CANTON FREE LIBRARY,8 PARK STREET,CANTON,13617,ST. LAWRENCE,11187,-75.1687,44.59493
HEPBURN LIBRARY,84 MAIN STREET,COLTON,13625,ST. LAWRENCE,3460,-74.9394,44.55304
CLIFTON COMMUNITY LIBRARY,7171 STATE HIGHWAY 3,CRANBERRY LAKE,12927,ST. LAWRENCE,1566,-74.8371,44.22246
HEPBURN LIBRARY OF EDWARDS,205 MAIN STREET,EDWARDS,13635,ST. LAWRENCE,5130,-75.2494,44.32677
READING ROOM ASSOCIATION OF GOUVERNEUR,60 CHURCH STREET,GOUVERNEUR,13642,ST. LAWRENCE,3104,-75.4673,44.33523
HAMMOND FREE LIBRARY,17 MAIN STREET,HAMMOND,13646,ST. LAWRENCE,1000,-75.6944,44.44951
HEPBURN LIBRARY OF HERMON,105 MAIN STREET,HERMON,13652,ST. LAWRENCE,3201,-75.2308,44.46707
HEUVELTON FREE LIBRARY,57 STATE STREET,HEUVELTON,13654,ST. LAWRENCE,1920,-75.4082,44.61868
HEPBURN LIBRARY OF LISBON,6899 COUNTY ROUTE 10,LISBON,13658,ST. LAWRENCE,2008,-75.3207,44.72468
HEPBURN LIBRARY OF MADRID,11 CHURCH STREET,MADRID,13660,ST. LAWRENCE,4560,-75.1336,44.74868
MASSENA PUBLIC LIBRARY,41 GLENN STREET,MASSENA,13662,ST. LAWRENCE,15447,-74.8913,44.93124
BADENHAUSEN LIBRARY (BRANCH OF MASSENA),4 MAIN STREET,BRASHER FALLS,13613,ST. LAWRENCE,1500,-74.7232,44.91968
MORRISTOWN PUBLIC LIBRARY,200 MAIN STREET,MORRISTOWN,13664,ST. LAWRENCE,2003,-75.6505,44.58882
HEPBURN LIBRARY OF NORFOLK,1 HEPBURN STREET,NORFOLK,13667,ST. LAWRENCE,2808,-74.9911,44.80123
